보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
219-0089,1,,충청북도 청주시 상당구 가덕면 한계리 395-1,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0090,1,,충청북도 청주시 상당구 가덕면 한계리 332-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0091,1,,충청북도 청주시 상당구 가덕면 병암리 47-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0102,1,,충청북도 청주시 상당구 가덕면 수곡리 378-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0104,1,,충청북도 청주시 상당구 가덕면 한계리 419-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0501,1,,충청북도 청주시 상당구 가덕면 행정리 425-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0502,1,,충청북도 청주시 상당구 가덕면 행정리 454-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0503,1,,충청북도 청주시 상당구 가덕면 행정리 125-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0504,1,,충청북도 청주시 상당구 가덕면 행정리 135-2,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-0505,1,,충청북도 청주시 상당구 가덕면 행정리 138-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0506,1,,충청북도 청주시 상당구 가덕면 행정리 351-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-0507,1,,충청북도 청주시 상당구 가덕면 행정리 448-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0508,1,,충청북도 청주시 상당구 가덕면 행정리 448-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0509,1,,충청북도 청주시 상당구 가덕면 행정리 149-18,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0510,1,,충청북도 청주시 상당구 가덕면 행정리 142-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0511,1,,충청북도 청주시 상당구 가덕면 행정리 143-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-0512,1,,충청북도 청주시 상당구 가덕면 행정리 400-2,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0513,1,,충청북도 청주시 상당구 가덕면 행정리 400-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0514,1,,충청북도 청주시 상당구 가덕면 행정리 404-5,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0515,1,,충청북도 청주시 상당구 가덕면 행정리 29-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0516,1,,충청북도 청주시 상당구 가덕면 행정리 37-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0517,1,,충청북도 청주시 상당구 가덕면 행정리 38-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0518,1,,충청북도 청주시 상당구 가덕면 청용리 3-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0519,1,,충청북도 청주시 상당구 가덕면 행정리 463-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-0520,1,,충청북도 청주시 상당구 가덕면 행정리 448-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-0521,1,,충청북도 청주시 상당구 가덕면 청용리 23-0,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-0522,1,,충청북도 청주시 상당구 가덕면 청용리 23-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1001,1,,충청북도 청주시 상당구 가덕면 삼항리 613-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1002,1,,충청북도 청주시 상당구 가덕면 삼항리 61-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1003,1,,충청북도 청주시 상당구 가덕면 삼항리 610-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1004,1,,충청북도 청주시 상당구 가덕면 삼항리 59-2,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1005,1,,충청북도 청주시 상당구 가덕면 삼항리 65-3,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1006,1,,충청북도 청주시 상당구 가덕면 삼항리 605-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1007,1,,충청북도 청주시 상당구 가덕면 삼항리 605-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1008,1,,충청북도 청주시 상당구 가덕면 삼항리 193-3,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1009,1,,충청북도 청주시 상당구 가덕면 삼항리 192-5,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1010,1,,충청북도 청주시 상당구 가덕면 삼항리 207-2,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1011,1,,충청북도 청주시 상당구 가덕면 삼항리 538-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1012,1,,충청북도 청주시 상당구 가덕면 삼항리 204-6,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1013,1,,충청북도 청주시 상당구 가덕면 삼항리 206-26,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1014,1,,충청북도 청주시 상당구 가덕면 삼항리 223-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1015,1,,충청북도 청주시 상당구 가덕면 삼항리 221-15,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1016,1,,충청북도 청주시 상당구 가덕면 삼항리 224-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1017,1,,충청북도 청주시 상당구 가덕면 삼항리 538-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1018,1,,충청북도 청주시 상당구 가덕면 삼항리 30-2,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1019,1,,충청북도 청주시 상당구 가덕면 삼항리 231-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1020,1,,충청북도 청주시 상당구 가덕면 삼항리 230-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1021,1,,충청북도 청주시 상당구 가덕면 삼항리 230-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1022,1,,충청북도 청주시 상당구 가덕면 삼항리 179-3,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1023,1,,충청북도 청주시 상당구 가덕면 삼항리 190-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1024,1,,충청북도 청주시 상당구 가덕면 삼항리 538-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1025,1,,충청북도 청주시 상당구 가덕면 삼항리 360-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1026,1,,충청북도 청주시 상당구 가덕면 삼항리 344-1,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1027,1,,충청북도 청주시 상당구 가덕면 삼항리 346-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1028,1,,충청북도 청주시 상당구 가덕면 삼항리 336-5,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1029,1,,충청북도 청주시 상당구 가덕면 삼항리 313-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1030,1,,충청북도 청주시 상당구 가덕면 삼항리 340-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1031,1,,충청북도 청주시 상당구 가덕면 삼항리 25-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1032,1,,충청북도 청주시 상당구 가덕면 삼항리 328-1,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1033,1,,충청북도 청주시 상당구 가덕면 삼항리 543-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1034,1,,충청북도 청주시 상당구 가덕면 삼항리 291-1,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1035,1,,충청북도 청주시 상당구 가덕면 삼항리 291-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1036,1,,충청북도 청주시 상당구 가덕면 삼항리 543-0,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1037,1,,충청북도 청주시 상당구 가덕면 삼항리 543-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1038,1,,충청북도 청주시 상당구 가덕면 삼항리 268-1,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1039,1,,충청북도 청주시 상당구 가덕면 삼항리 269-1,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1040,1,,충청북도 청주시 상당구 가덕면 삼항리 255-4,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1041,1,,충청북도 청주시 상당구 가덕면 삼항리 145-0,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1042,1,,충청북도 청주시 상당구 가덕면 삼항리 587-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1043,1,,충청북도 청주시 상당구 가덕면 삼항리 0-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1044,1,,충청북도 청주시 상당구 가덕면 삼항리 59-2,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1045,1,,충청북도 청주시 상당구 가덕면 삼항리 561-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1046,1,,충청북도 청주시 상당구 가덕면 삼항리 558-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1047,1,,충청북도 청주시 상당구 가덕면 삼항리 360-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1048,1,,충청북도 청주시 상당구 가덕면 삼항리 226-5,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1501,1,,충청북도 청주시 상당구 가덕면 국전리 289-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1502,1,,충청북도 청주시 상당구 가덕면 국전리 318-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1503,1,,충청북도 청주시 상당구 가덕면 국전리 321-6,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1504,1,,충청북도 청주시 상당구 가덕면 국전리 10-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1505,1,,충청북도 청주시 상당구 가덕면 국전리 307-5,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1506,1,,충청북도 청주시 상당구 가덕면 국전리 378-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1507,1,,충청북도 청주시 상당구 가덕면 국전리 378-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1508,1,,충청북도 청주시 상당구 가덕면 국전리 301-7,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1509,1,,충청북도 청주시 상당구 가덕면 국전리 326-2,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1510,1,,충청북도 청주시 상당구 가덕면 국전리 331-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1511,1,,충청북도 청주시 상당구 가덕면 국전리 361-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1512,1,,충청북도 청주시 상당구 가덕면 국전리 279-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1513,1,,충청북도 청주시 상당구 가덕면 국전리 378-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1514,1,,충청북도 청주시 상당구 가덕면 국전리 275-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1515,1,,충청북도 청주시 상당구 가덕면 국전리 191-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1516,1,,충청북도 청주시 상당구 가덕면 국전리 194-6,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1517,1,,충청북도 청주시 상당구 가덕면 국전리 219-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1518,1,,충청북도 청주시 상당구 가덕면 국전리 210-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1519,1,,충청북도 청주시 상당구 가덕면 국전리 378-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1520,1,,충청북도 청주시 상당구 가덕면 국전리 205-5,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1521,1,,충청북도 청주시 상당구 가덕면 국전리 378-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1522,1,,충청북도 청주시 상당구 가덕면 국전리 413-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1523,1,,충청북도 청주시 상당구 가덕면 국전리 408-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1524,1,,충청북도 청주시 상당구 가덕면 국전리 81-0,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1525,1,,충청북도 청주시 상당구 가덕면 국전리 102-2,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1526,1,,충청북도 청주시 상당구 가덕면 국전리 82-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-1527,1,,충청북도 청주시 상당구 가덕면 국전리 148-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1528,1,,충청북도 청주시 상당구 가덕면 국전리 141-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-1529,1,,충청북도 청주시 상당구 가덕면 청용리 24-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-2001,1,,충청북도 청주시 상당구 가덕면 상대리 287-1,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-2002,1,,충청북도 청주시 상당구 가덕면 행정리 454-0,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-2003,1,,충청북도 청주시 상당구 가덕면 상대리 279-1,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-2004,1,,충청북도 청주시 상당구 가덕면 노동리 172-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-2005,1,,충청북도 청주시 상당구 가덕면 수곡리 376-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-2006,1,,충청북도 청주시 상당구 가덕면 수곡리 1-1,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-2007,1,,충청북도 청주시 상당구 가덕면 수곡리 366-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-2008,1,,충청북도 청주시 상당구 가덕면 수곡리 1-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-2009,1,,충청북도 청주시 상당구 가덕면 수곡리 323-0,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-2010,1,,충청북도 청주시 상당구 가덕면 인차리 12-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-2011,1,,충청북도 청주시 상당구 가덕면 인차리 12-2,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-2012,1,,충청북도 청주시 상당구 가덕면 인차리 7-5,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
219-2013,1,,충청북도 청주시 상당구 가덕면 청용리 24-3,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
219-2014,1,,충청북도 청주시 상당구 가덕면 청용리 23-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
